actor,emotion_code,emotion_name,intensity,statement,repetition,song_relative_path,song_sha256,song_file_size_bytes,speech_relative_path,speech_sha256,speech_file_size_bytes
1,1,neutral,1,1,1,Actor_01/03-02-01-01-01-01-01.wav,f6ccc788078f00f19d6f78ee73d90bc283f671abfa86f8c1c989e81b2e90ce89,452990,Actor_01/03-01-01-01-01-01-01.wav,c467aad2ca80b089dbd4c2ba0dd16be508e4ce08230f46d36a208b859dc7fbac,375720
1,1,neutral,1,1,2,Actor_01/03-02-01-01-01-02-01.wav,a886a2c863cc5adb07845f46a8c3d511803e3c65a625607585a6603fd2446fe2,456190,Actor_01/03-01-01-01-01-02-01.wav,bdee67020559b789983fb4eb8b143e65e91f5b3d510afc2a9ba3bbb3360d3e47,379106
1,1,neutral,1,2,1,Actor_01/03-02-01-01-02-01-01.wav,35f1b510c3298e66b3216461f5ff1d1619aa8d774bbbc3b85231887d34ca78d5,446582,Actor_01/03-01-01-01-02-01-01.wav,53970b4b7c4fd2a1efabeb74409dd06914e8c113d0e5cced4d9fceb036318739,372698
1,1,neutral,1,2,2,Actor_01/03-02-01-01-02-02-01.wav,5401b5a525428608aefa8bfc7991ea06b4b104ec5e5a90e698bb3a44c3d0a9c0,443380,Actor_01/03-01-01-01-02-02-01.wav,478cc0be62382c4c4615eded2d20482570f15eb6ee34606d0e0f13a568d2131f,363108
1,2,calm,1,1,1,Actor_01/03-02-02-01-01-01-01.wav,5705db01194d90776f73357f56f1c9243fd7941768db12e85fa5f04d20bd870c,465804,Actor_01/03-01-02-01-01-01-01.wav,4c442cd4ea63c77b38adddcbd67c051e9476c8fff79ca555a677755c2d7f2c6a,399494
1,2,calm,1,1,2,Actor_01/03-02-02-01-01-02-01.wav,284322fd33bf9db71a7b781cd4458e2250c0fb5976e27b952286e4d624a0b39b,469008,Actor_01/03-01-02-01-01-02-01.wav,57271aa6c5c22081f9bd560afb0605b122fd80e36796dc04bec1a67f2b62b41c,751848
1,2,calm,1,2,1,Actor_01/03-02-02-01-02-01-01.wav,b0bb6697aef44cafbb634f304e634bc3622f3035a6cffa4a2075279b3714b7a1,478616,Actor_01/03-01-02-01-02-01-01.wav,8ba7c44161ec9bec67c7ba25d531e4118f81578321686c02451e425f2dd3c0a7,396294
1,2,calm,1,2,2,Actor_01/03-02-02-01-02-02-01.wav,977e048960d90a0da9dcf7cdfef6e86659964e42dbf2fdd99867de978cb30fa6,472210,Actor_01/03-01-02-01-02-02-01.wav,ef76cad95e9a695009edff703deee1da15833743a801536b223ec4ffb8c51c0d,393086
1,2,calm,2,1,1,Actor_01/03-02-02-02-01-01-01.wav,4ebe45a0bc675e0babffc1423d9528c7cfcf7d4b361df5e82b68eeab4303aeb6,497836,Actor_01/03-01-02-02-01-01-01.wav,2b66015924416040ade81cd92deca032ec15fc53dfb73b0db80af268e0fa691b,415516
1,2,calm,2,1,2,Actor_01/03-02-02-02-01-02-01.wav,c1e2127b31b31e27c7280ccf53b525db92a1a7ca1e2c1e5333b44af3e1ecdcc0,478618,Actor_01/03-01-02-02-01-02-01.wav,d4fd63e69a155b00c978a7ed50d21b159d57a241dedc58d673ae16ccf4fa04c7,444344
1,2,calm,2,2,1,Actor_01/03-02-02-02-02-01-01.wav,13dbe08106a421c427664a384d0836c7679c4dbb3d6b24f954774a857a631696,501040,Actor_01/03-01-02-02-02-01-01.wav,a5ebeece0c1d5cfb64fdefa0407191014b2540b1ebe766e951c3bf7298b60edc,463564
1,2,calm,2,2,2,Actor_01/03-02-02-02-02-02-01.wav,07b0a807ef1d47bc5e92c911eca68edab801a175cd0931e59e99bda82d15dd35,520260,Actor_01/03-01-02-02-02-02-01.wav,64b4d14dbb2ff4c9656661a3ba8d09f0c5aa2a22a0acc4b083da877e85a1a3ef,444344
1,3,happy,1,1,1,Actor_01/03-02-03-01-01-01-01.wav,82fd227249f21514383b806f2d68dd451f2b4e5e1a41978952be996322866460,485024,Actor_01/03-01-03-01-01-01-01.wav,db3035ff3b1dd243f0c63be0791514fae2762c941093dcef6ffdcb02cc013d14,393094
1,3,happy,1,1,2,Actor_01/03-02-03-01-01-02-01.wav,36614c1244fd2aeddc597962c813c568209fd87ba442372a4e432295da27ca18,475414,Actor_01/03-01-03-01-01-02-01.wav,074747121ec0b45290ee9c0f28350324e40af442afead70e641db4f7d1e1afa6,393092
1,3,happy,1,2,1,Actor_01/03-02-03-01-02-01-01.wav,fd624eb4e1ed974aecdbfd86f06faf0b649da396faa302c65a8c55303fa7dc92,462602,Actor_01/03-01-03-01-02-01-01.wav,7733fbdc0ea79eb710e4a81031aa4e9cbd0b015de25a5babe1b0ee3fc4e0c03a,399498
1,3,happy,1,2,2,Actor_01/03-02-03-01-02-02-01.wav,49a062257f87c16ccc3cffb31d452b828a99b685fa970a7831bc72224f60786c,478618,Actor_01/03-01-03-01-02-02-01.wav,4d89c73d25a870901b10f002d419ff0403372d946293e051b6f6ada9069aa546,415516
1,3,happy,2,1,1,Actor_01/03-02-03-02-01-01-01.wav,581be8fe4e01f062ed2ede628e4e7e7a3cff18ad9b94e66c2abeaaeaf030e181,510644,Actor_01/03-01-03-02-01-01-01.wav,1bc1ae2f36d7fa7314a42f7d250cc346723e2ed3d455a3b0dc4a1dbb50917044,412300
1,3,happy,2,1,2,Actor_01/03-02-03-02-01-02-01.wav,ec47156d2d0869ad0eb0101e7caa0ba34d6bab3cb7a590303d36489444876456,507446,Actor_01/03-01-03-02-01-02-01.wav,6f54c164f6c1ce34e5ec94b52749e9bb63a6adc3042eda9abb02f9aff847cb18,409108
1,3,happy,2,2,1,Actor_01/03-02-03-02-02-01-01.wav,38588ecfac330452f25843b9e8e738afd78a20d53b9c211cb6f2072199db4530,520260,Actor_01/03-01-03-02-02-01-01.wav,1198128784b8f851ee52ff21ad8f28e0c8a28feea19243b2c001b74efd0731c2,437936
1,3,happy,2,2,2,Actor_01/03-02-03-02-02-02-01.wav,85c619fdcac3b1bb1fceaf4a768fdb0407e17df44bab8bdd6a9b76d4e77325c1,520260,Actor_01/03-01-03-02-02-02-01.wav,e0d180fa12e5d5199bde4b629805bf1168019e51494ae3d27a9635560a2f7a9b,437938
1,4,sad,1,1,1,Actor_01/03-02-04-01-01-01-01.wav,b09640c41d029feabbb202cc5e0ca8763092930bda4e3f09972504b7c75b6680,472208,Actor_01/03-01-04-01-01-01-01.wav,217c63ffd1b13eaa258c827c56acfcde592bed80c4809e158c755c284de2511a,428338
1,4,sad,1,1,2,Actor_01/03-02-04-01-01-02-01.wav,0746f8f0a7f5fc8646c082c8376376d06ceae2cd1f12674000d19666b700ebfd,478616,Actor_01/03-01-04-01-01-02-01.wav,9c6bde015cb897b5ef6e37e8e5895a84635a6662ca515e762e9715b04a4d4cdc,402714
1,4,sad,1,2,1,Actor_01/03-02-04-01-02-01-01.wav,d88124c5a4ed08407b15409f8d82fce974c548e4261ea09a7027f4ea5c7836f6,494634,Actor_01/03-01-04-01-02-01-01.wav,ee8d71ab08e246729098d4277f2d6643287c2cfa9b8a09606a6761a58875fa8f,396306
1,4,sad,1,2,2,Actor_01/03-02-04-01-02-02-01.wav,94057aa139683c62472d0a449c73cc0d3cfefe47b588ad86bb094ec1dc2565ce,485026,Actor_01/03-01-04-01-02-02-01.wav,b93d8c5458f0e32071405d0499c33982d819637323b04e014b04d83b7dcccc04,383494
1,4,sad,2,1,1,Actor_01/03-02-04-02-01-01-01.wav,7987859b786f4264960dee49dfc140b57b32fc8ceaa2fca71ba4edecca0bff54,459398,Actor_01/03-01-04-02-01-01-01.wav,a617ba3cf207d2f22742a0b180c864c6311dc82b00944b7dab110b7ebf99e292,425138
1,4,sad,2,1,2,Actor_01/03-02-04-02-01-02-01.wav,39a208d6b8e6648e74c37d5b745464d8e1c9ce4e929c39eadb6d0e978c77b0bd,452992,Actor_01/03-01-04-02-01-02-01.wav,35d3232f8c00b92b71dd34bea881d245df124e4f0784f7c135781acffe824511,415530
1,4,sad,2,2,1,Actor_01/03-02-04-02-02-01-01.wav,bdf1949dc6094fc058e5d7ad9830c0678f59c48f5bf896c16640d620f3a7ed97,456196,Actor_01/03-01-04-02-02-01-01.wav,e4500d8ebbf3b5e4d090711ed165b096a963906edac733f140063f37e51e9a51,418734
1,4,sad,2,2,2,Actor_01/03-02-04-02-02-02-01.wav,11a1183f2b3b0f4d2ad9a3e5bcfb1e30e64f3a4a60a96a6d2bb4588ab3ad3325,491430,Actor_01/03-01-04-02-02-02-01.wav,feb72c843718f1e3b8ae7918419416e03385eeb55226f6262cd3fc48bb216626,418732
1,5,angry,1,1,1,Actor_01/03-02-05-01-01-01-01.wav,4c64e18b59e2ebab99d213e3993900e71577d46d714ffce731854ed175b216f3,465804,Actor_01/03-01-05-01-01-01-01.wav,c9b2cfb8f3ed7153aa56b0a198ba0b81d9bae41c859c93f490b8c550b7c4cf97,431546
1,5,angry,1,1,2,Actor_01/03-02-05-01-01-02-01.wav,92065c9326eb0f89593aca5b5ea1ea2d6c0a2388f8304da55566de5b2e52be6e,504246,Actor_01/03-01-05-01-01-02-01.wav,34adc22d8a19200194c2b8a08e06201234d87be5682bbe6267bdf073aaf0ab27,437952
1,5,angry,1,2,1,Actor_01/03-02-05-01-02-01-01.wav,7e73bb9e36419bb85bb1bd55a62c4b5da8267e613d4ee25ae28e46d2db53b486,488228,Actor_01/03-01-05-01-02-01-01.wav,81d4b5010bfbea54ae10b6ffa1068f9b5ae3f1ae1410eb1a97b8f6f9403d9353,396310
1,5,angry,1,2,2,Actor_01/03-02-05-01-02-02-01.wav,d5589c0821474a5b626be98af8c3b8a4c217476f676a24bf5c0abb43d5f0894f,501042,Actor_01/03-01-05-01-02-02-01.wav,4939ee1a2d83c127e07ac0bfcf4178d375c4e0688a6daee2f656864b52e3a1a0,418732
1,5,angry,2,1,1,Actor_01/03-02-05-02-01-01-01.wav,f8e94159777389e6af5c076d74cc32e58900cf407dbc4c34935d8c005cfa9bbc,607358,Actor_01/03-01-05-02-01-01-01.wav,ba4d1f678784d9656239885413edd9699696f08f9a6e800619eed975ad7a98d6,455342
1,5,angry,2,1,2,Actor_01/03-02-05-02-01-02-01.wav,f40d8861c20179eee2c7df9c8058e6ec3a37dac34382435d165dc6bacd5cb558,555496,Actor_01/03-01-05-02-01-02-01.wav,745fd4153bf84d01560afc663decbe2f06f28c6fdca31078c94d9697606391a8,479606
1,5,angry,2,2,1,Actor_01/03-02-05-02-02-01-01.wav,8a85534e564da4c434a407052dc0e065ceb071b085aa83fb955978374d29ef16,523466,Actor_01/03-01-05-02-02-01-01.wav,c1db52e1172cf1040eba230f01a679c48e4e06e09b7dd76323aad9f5c3b8519b,457178
1,5,angry,2,2,2,Actor_01/03-02-05-02-02-02-01.wav,d8706635ddbfba0c2e54caa9127ac74a162b7e79808e585b6172ccd27058af67,545888,Actor_01/03-01-05-02-02-02-01.wav,1c45eaf416533b088663e65d5ded05b139f892f6114ef3c5b6091d736af5fb01,486012
1,6,fearful,1,1,1,Actor_01/03-02-06-01-01-01-01.wav,bde6d2d6f576705874654a58df5d1c7615758c6069bca5c55ef43454bbbaead8,469010,Actor_01/03-01-06-01-01-01-01.wav,a2c792f3c5733f4469ae01c526833c22f3e14cbf145fab47f4d22e56f9552cdb,412342
1,6,fearful,1,1,2,Actor_01/03-02-06-01-01-02-01.wav,d759e52e9226d5ee9a383ba84aeb0c13ee529c0c37c317c584a3b7905cf03bc2,462602,Actor_01/03-01-06-01-01-02-01.wav,b5228ae44a99e1081e2732122666c79b1852ffd8b1debdaf98c12258140c8b17,409140
1,6,fearful,1,2,1,Actor_01/03-02-06-01-02-01-01.wav,15fb50406bb8d521ff405d7cd123837b14897815bab007b46b440eff51879184,459394,Actor_01/03-01-06-01-02-01-01.wav,10fe698e7276dc4b180b79ef73989c3b347b026ef32ae0b5f5ddcac894e2f7f6,389916
1,6,fearful,1,2,2,Actor_01/03-02-06-01-02-02-01.wav,e24aaf39d21e6a95ae739413f588d360039c7eb6f26418861f882196a7438904,472210,Actor_01/03-01-06-01-02-02-01.wav,b385602ec6ab15b6c0341af1bcd35929e1190823c1d2cd34ed71ca10f49baf6f,415544
