level,model,b,class_index,class_label,rejected_count,rejected_share,class_share_overall,class_rejection_rate
cremad,cnn,0.1,0,angry,66.66666666666667,0.08972633467922836,0.17081371889710828,0.05249343832020997
cremad,cnn,0.1,1,disgust,143.0,0.19246298788694483,0.17081371889710828,0.11259842519685039
cremad,cnn,0.1,2,fearful,144.66666666666666,0.19470614625392554,0.17081371889710828,0.11391076115485566
cremad,cnn,0.1,3,happy,165.66666666666666,0.22296994167788245,0.17081371889710828,0.1304461942257218
cremad,cnn,0.1,4,neutral,107.66666666666667,0.1449080305069538,0.14606590450571622,0.09914057704112954
cremad,cnn,0.1,5,sad,115.33333333333333,0.15522655899506504,0.1706792199058507,0.09088521145258732
cremad,cnn,0.2,0,angry,157.33333333333334,0.10580587312261824,0.17081371889710828,0.12388451443569555
cremad,cnn,0.2,1,disgust,278.6666666666667,0.1874019278188747,0.17081371889710828,0.2194225721784777
cremad,cnn,0.2,2,fearful,286.0,0.19233355749831874,0.17081371889710828,0.22519685039370077
cremad,cnn,0.2,3,happy,350.0,0.23537323470073976,0.17081371889710828,0.2755905511811024
cremad,cnn,0.2,4,neutral,191.66666666666666,0.12889486662183366,0.14606590450571622,0.17648864333947203
cremad,cnn,0.2,5,sad,223.33333333333334,0.15019054023761488,0.1706792199058507,0.17599159443131074
cremad,cnn,0.3,0,angry,252.66666666666666,0.1133034379671151,0.17081371889710828,0.1989501312335958
cremad,cnn,0.3,1,disgust,408.6666666666667,0.18325859491778776,0.17081371889710828,0.32178477690288715
cremad,cnn,0.3,2,fearful,445.3333333333333,0.19970104633781763,0.17081371889710828,0.3506561679790026
cremad,cnn,0.3,3,happy,530.3333333333334,0.23781763826606875,0.17081371889710828,0.41758530183727033
cremad,cnn,0.3,4,neutral,260.3333333333333,0.11674140508221226,0.14606590450571622,0.23971761817065684
cremad,cnn,0.3,5,sad,332.6666666666667,0.1491778774289985,0.1706792199058507,0.26214867349619125
cremad,hubert_base,0.1,0,angry,66.0,0.08882907133243607,0.17081371889710828,0.05196850393700788
cremad,hubert_base,0.1,1,disgust,158.66666666666666,0.21354867653656348,0.17081371889710828,0.12493438320209975
cremad,hubert_base,0.1,2,fearful,130.33333333333334,0.17541498429789146,0.17081371889710828,0.1026246719160105
cremad,hubert_base,0.1,3,happy,147.0,0.19784656796769853,0.17081371889710828,0.115748031496063
cremad,hubert_base,0.1,4,neutral,89.66666666666667,0.12068192014356212,0.14606590450571622,0.08256599140577041
cremad,hubert_base,0.1,5,sad,151.33333333333334,0.20367877972184834,0.1706792199058507,0.11925400577882848
cremad,hubert_base,0.2,0,angry,147.0,0.0988567585743107,0.17081371889710828,0.115748031496063
cremad,hubert_base,0.2,1,disgust,303.3333333333333,0.20399013674064112,0.17081371889710828,0.2388451443569554
cremad,hubert_base,0.2,2,fearful,269.6666666666667,0.18134947321228423,0.17081371889710828,0.21233595800524938
cremad,hubert_base,0.2,3,happy,271.3333333333333,0.1824702981394306,0.17081371889710828,0.2136482939632546
cremad,hubert_base,0.2,4,neutral,180.33333333333334,0.12127325711723828,0.14606590450571622,0.16605279312461632
cremad,hubert_base,0.2,5,sad,315.3333333333333,0.21206007621609504,0.1706792199058507,0.2484896243761492
cremad,hubert_base,0.3,0,angry,234.66666666666666,0.10523168908819132,0.17081371889710828,0.1847769028871391
cremad,hubert_base,0.3,1,disgust,441.3333333333333,0.19790732436472347,0.17081371889710828,0.34750656167979005
cremad,hubert_base,0.3,2,fearful,415.6666666666667,0.18639760837070254,0.17081371889710828,0.32729658792650923
cremad,hubert_base,0.3,3,happy,400.3333333333333,0.1795216741405082,0.17081371889710828,0.3152230971128609
cremad,hubert_base,0.3,4,neutral,265.6666666666667,0.11913303437967115,0.14606590450571622,0.24462860650705953
cremad,hubert_base,0.3,5,sad,472.3333333333333,0.2118086696562033,0.1706792199058507,0.37220908852114526
cremad,resnet_se,0.1,0,angry,73.66666666666667,0.09914759982054733,0.17081371889710828,0.05800524934383202
cremad,resnet_se,0.1,1,disgust,133.0,0.17900403768506057,0.17081371889710828,0.10472440944881889
cremad,resnet_se,0.1,2,fearful,157.0,0.21130551816958276,0.17081371889710828,0.1236220472440945
cremad,resnet_se,0.1,3,happy,144.66666666666666,0.19470614625392554,0.17081371889710828,0.11391076115485564
cremad,resnet_se,0.1,4,neutral,106.33333333333333,0.1431135038133692,0.14606590450571622,0.09791282995702884
cremad,resnet_se,0.1,5,sad,128.33333333333334,0.17272319425751456,0.1706792199058507,0.10112949829261886
cremad,resnet_se,0.2,0,angry,164.66666666666666,0.11073750280206231,0.17081371889710828,0.12965879265091865
cremad,resnet_se,0.2,1,disgust,256.0,0.1721587088096839,0.17081371889710828,0.2015748031496063
cremad,resnet_se,0.2,2,fearful,309.3333333333333,0.2080251064783681,0.17081371889710828,0.24356955380577427
cremad,resnet_se,0.2,3,happy,318.0,0.21385339609952925,0.17081371889710828,0.2503937007874016
cremad,resnet_se,0.2,4,neutral,183.66666666666666,0.12351490697153104,0.14606590450571622,0.169122160834868
cremad,resnet_se,0.2,5,sad,255.33333333333334,0.17171037883882537,0.1706792199058507,0.20120830049908064
cremad,resnet_se,0.3,0,angry,240.66666666666666,0.1079222720478326,0.17081371889710828,0.189501312335958
cremad,resnet_se,0.3,1,disgust,376.3333333333333,0.1687593423019432,0.17081371889710828,0.2963254593175853
cremad,resnet_se,0.3,2,fearful,472.6666666666667,0.21195814648729447,0.17081371889710828,0.3721784776902887
cremad,resnet_se,0.3,3,happy,483.6666666666667,0.21689088191330344,0.17081371889710828,0.3808398950131234
cremad,resnet_se,0.3,4,neutral,258.3333333333333,0.11584454409566518,0.14606590450571622,0.23787599754450584
cremad,resnet_se,0.3,5,sad,398.3333333333333,0.17862481315396117,0.1706792199058507,0.3138954557394274
cremad,transformer,0.1,0,angry,57.333333333333336,0.07716464782413639,0.17081371889710828,0.04514435695538058
cremad,transformer,0.1,1,disgust,159.0,0.21399730820995963,0.17081371889710828,0.1251968503937008
cremad,transformer,0.1,2,fearful,158.66666666666666,0.21354867653656348,0.17081371889710828,0.12493438320209972
cremad,transformer,0.1,3,happy,143.66666666666666,0.19336025123373712,0.17081371889710828,0.11312335958005248
cremad,transformer,0.1,4,neutral,123.33333333333333,0.16599371915657246,0.14606590450571622,0.11356660527931246
cremad,transformer,0.1,5,sad,101.0,0.13593539703903096,0.1706792199058507,0.07959022852639874
cremad,transformer,0.2,0,angry,138.0,0.09280430396772026,0.17081371889710828,0.10866141732283464
cremad,transformer,0.2,1,disgust,298.3333333333333,0.20062766195920198,0.17081371889710828,0.23490813648293962
cremad,transformer,0.2,2,fearful,302.6666666666667,0.20354180676978254,0.17081371889710828,0.23832020997375328
cremad,transformer,0.2,3,happy,303.3333333333333,0.20399013674064112,0.17081371889710828,0.23884514435695536
cremad,transformer,0.2,4,neutral,238.33333333333334,0.1602779645819323,0.14606590450571622,0.21945979128299573
cremad,transformer,0.2,5,sad,206.33333333333334,0.13875812598072182,0.1706792199058507,0.162595219332808
cremad,transformer,0.3,0,angry,230.66666666666666,0.10343796711509716,0.17081371889710828,0.18162729658792653
cremad,transformer,0.3,1,disgust,429.0,0.19237668161434976,0.17081371889710828,0.33779527559055117
cremad,transformer,0.3,2,fearful,458.3333333333333,0.2055306427503737,0.17081371889710828,0.3608923884514435
cremad,transformer,0.3,3,happy,451.6666666666667,0.20254110612855006,0.17081371889710828,0.3556430446194226
cremad,transformer,0.3,4,neutral,343.6666666666667,0.15411061285500746,0.14606590450571622,0.3164518109269491
cremad,transformer,0.3,5,sad,316.6666666666667,0.14200298953662183,0.1706792199058507,0.24954032046230626
cremad,wav2vec2_base,0.1,0,angry,72.66666666666667,0.0978017048003589,0.17081371889710828,0.057217847769028864
cremad,wav2vec2_base,0.1,1,disgust,128.66666666666666,0.17317182593091074,0.17081371889710828,0.10131233595800526
cremad,wav2vec2_base,0.1,2,fearful,136.66666666666666,0.1839389860924181,0.17081371889710828,0.10761154855643046
cremad,wav2vec2_base,0.1,3,happy,148.33333333333334,0.1996410946612831,0.17081371889710828,0.11679790026246718
cremad,wav2vec2_base,0.1,4,neutral,134.66666666666666,0.1812471960520413,0.14606590450571622,0.12400245549416822
cremad,wav2vec2_base,0.1,5,sad,122.0,0.1641991924629879,0.1706792199058507,0.09613869188337272
cremad,wav2vec2_base,0.2,0,angry,149.0,0.10020174848688634,0.17081371889710828,0.1173228346456693
cremad,wav2vec2_base,0.2,1,disgust,276.3333333333333,0.18583277292086975,0.17081371889710828,0.21758530183727035
cremad,wav2vec2_base,0.2,2,fearful,258.0,0.17350369872225957,0.17081371889710828,0.20314960629921255
cremad,wav2vec2_base,0.2,3,happy,302.0,0.203093476798924,0.17081371889710828,0.23779527559055116
cremad,wav2vec2_base,0.2,4,neutral,248.66666666666666,0.16722707913023985,0.14606590450571622,0.22897483118477593
cremad,wav2vec2_base,0.2,5,sad,253.0,0.17014122394082043,0.1706792199058507,0.1993695823483058
cremad,wav2vec2_base,0.3,0,angry,224.33333333333334,0.10059790732436473,0.17081371889710828,0.17664041994750657
cremad,wav2vec2_base,0.3,1,disgust,417.6666666666667,0.1872944693572496,0.17081371889710828,0.32887139107611546
cremad,wav2vec2_base,0.3,2,fearful,391.6666666666667,0.17563527653213754,0.17081371889710828,0.3083989501312336
cremad,wav2vec2_base,0.3,3,happy,441.3333333333333,0.19790732436472347,0.17081371889710828,0.34750656167979005
cremad,wav2vec2_base,0.3,4,neutral,365.0,0.16367713004484305,0.14606590450571622,0.3360957642725599
cremad,wav2vec2_base,0.3,5,sad,390.0,0.17488789237668165,0.1706792199058507,0.3073286052009456
cremad,wavlm_base_plus,0.1,0,angry,64.0,0.08613728129205922,0.17081371889710828,0.050393700787401574
cremad,wavlm_base_plus,0.1,1,disgust,145.66666666666666,0.19605204127411394,0.17081371889710828,0.11469816272965878
cremad,wavlm_base_plus,0.1,2,fearful,141.0,0.18977119784656796,0.17081371889710828,0.1110236220472441
cremad,wavlm_base_plus,0.1,3,happy,163.66666666666666,0.2202781516375056,0.17081371889710828,0.12887139107611548
cremad,wavlm_base_plus,0.1,4,neutral,89.33333333333333,0.12023328847016601,0.14606590450571622,0.08225905463474524
cremad,wavlm_base_plus,0.1,5,sad,139.33333333333334,0.18752803947958727,0.1706792199058507,0.10979774100341476
cremad,wavlm_base_plus,0.2,0,angry,136.66666666666666,0.09190764402600314,0.17081371889710828,0.10761154855643044
cremad,wavlm_base_plus,0.2,1,disgust,290.0,0.19502353732347008,0.17081371889710828,0.2283464566929134
cremad,wavlm_base_plus,0.2,2,fearful,287.6666666666667,0.19345438242546517,0.17081371889710828,0.22650918635170603
cremad,wavlm_base_plus,0.2,3,happy,304.6666666666667,0.2048867966823582,0.17081371889710828,0.2398950131233596
cremad,wavlm_base_plus,0.2,4,neutral,174.66666666666666,0.11746245236494059,0.14606590450571622,0.16083486801718846
cremad,wavlm_base_plus,0.2,5,sad,293.3333333333333,0.19726518717776284,0.1706792199058507,0.23115313895455739
cremad,wavlm_base_plus,0.3,0,angry,221.66666666666666,0.09940209267563527,0.17081371889710828,0.17454068241469814
cremad,wavlm_base_plus,0.3,1,disgust,423.0,0.18968609865470853,0.17081371889710828,0.33307086614173226
cremad,wavlm_base_plus,0.3,2,fearful,439.6666666666667,0.19715994020926755,0.17081371889710828,0.34619422572178477
cremad,wavlm_base_plus,0.3,3,happy,437.0,0.1959641255605381,0.17081371889710828,0.3440944881889764
cremad,wavlm_base_plus,0.3,4,neutral,261.3333333333333,0.11718983557548579,0.14606590450571622,0.24063842848373238
cremad,wavlm_base_plus,0.3,5,sad,447.3333333333333,0.20059790732436475,0.1706792199058507,0.3525085369057
cremad,wavlm_base_plus_ft,0.1,0,angry,61.5,0.08277254374158816,0.17081371889710828,0.048425196850393704
cremad,wavlm_base_plus_ft,0.1,1,disgust,136.0,0.18304172274562583,0.17081371889710828,0.10708661417322834
cremad,wavlm_base_plus_ft,0.1,2,fearful,186.5,0.2510094212651413,0.17081371889710828,0.1468503937007874
cremad,wavlm_base_plus_ft,0.1,3,happy,174.0,0.234185733512786,0.17081371889710828,0.13700787401574804
cremad,wavlm_base_plus_ft,0.1,4,neutral,52.5,0.07065948855989233,0.14606590450571622,0.04834254143646409
cremad,wavlm_base_plus_ft,0.1,5,sad,132.5,0.17833109017496634,0.1706792199058507,0.10441292356185973
cremad,wavlm_base_plus_ft,0.2,0,angry,121.5,0.08170813718897108,0.17081371889710828,0.09566929133858268
cremad,wavlm_base_plus_ft,0.2,1,disgust,275.5,0.18527236045729656,0.17081371889710828,0.21692913385826773
cremad,wavlm_base_plus_ft,0.2,2,fearful,362.5,0.24377942165433758,0.17081371889710828,0.2854330708661417
cremad,wavlm_base_plus_ft,0.2,3,happy,329.0,0.22125084061869538,0.17081371889710828,0.2590551181102362
cremad,wavlm_base_plus_ft,0.2,4,neutral,115.5,0.07767316745124411,0.14606590450571622,0.106353591160221
cremad,wavlm_base_plus_ft,0.2,5,sad,283.0,0.19031607262945527,0.1706792199058507,0.22301024428684002
cremad,wavlm_base_plus_ft,0.3,0,angry,196.0,0.08789237668161434,0.17081371889710828,0.15433070866141732
cremad,wavlm_base_plus_ft,0.3,1,disgust,419.5,0.18811659192825114,0.17081371889710828,0.3303149606299213
cremad,wavlm_base_plus_ft,0.3,2,fearful,538.0,0.24125560538116592,0.17081371889710828,0.42362204724409447
cremad,wavlm_base_plus_ft,0.3,3,happy,468.0,0.20986547085201793,0.17081371889710828,0.368503937007874
cremad,wavlm_base_plus_ft,0.3,4,neutral,177.0,0.07937219730941704,0.14606590450571622,0.16298342541436464
cremad,wavlm_base_plus_ft,0.3,5,sad,431.5,0.19349775784753365,0.1706792199058507,0.3400315208825847
ravdess,cnn,0.1,0,neutral,9.333333333333334,0.06526806526806526,0.06671299513551077,0.09722222222222224
ravdess,cnn,0.1,1,calm,8.0,0.05594405594405594,0.13342599027102153,0.04166666666666666
ravdess,cnn,0.1,2,happy,24.11111111111111,0.1686091686091686,0.13273106323835998,0.12623618382780685
ravdess,cnn,0.1,3,sad,25.333333333333332,0.17715617715617718,0.13342599027102153,0.13194444444444445
ravdess,cnn,0.1,4,angry,12.555555555555555,0.08780108780108781,0.13342599027102153,0.06539351851851852
ravdess,cnn,0.1,5,fearful,20.333333333333332,0.1421911421911422,0.13342599027102153,0.10590277777777778
ravdess,cnn,0.1,6,disgust,13.333333333333334,0.09324009324009325,0.13342599027102153,0.06944444444444445
